Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills
24,Female,Tier 1,Civil,6.4,348,0,9,8,66
24,Male,Tier 3,Data Science,6.7,243,1,9,3,42
25,Male,Tier 1,AI/ML,7.8,122,0,9,11,63
20,Female,Tier 2,Computer Science,6.56,510,0,3,4,60
21,Female,Tier 3,Information Technology,9.03,263,0,10,5,60
24,Male,Tier 3,Civil,5.06,546,0,10,2,92
21,Female,Tier 3,Computer Science,8.17,306,4,3,2,92
23,Female,Tier 3,Civil,7.09,230,1,4,8,94
23,Female,Tier 1,Mechanical,6.93,86,3,7,6,70
22,Other,Tier 1,Civil,6.11,499,3,6,1,74
21,Other,Tier 2,Data Science,9.36,164,2,3,12,52
21,Female,Tier 2,Information Technology,7.46,95,1,3,6,93
22,Other,Tier 3,Electronics,5.95,415,0,6,10,70
25,Female,Tier 2,AI/ML,8.13,273,1,2,10,48
18,Other,Tier 2,Electronics,7.69,261,1,2,5,68
22,Other,Tier 2,Mechanical,5.93,99,3,5,7,64
25,Female,Tier 2,Data Science,6.09,106,0,8,12,40
18,Other,Tier 1,Electronics,7.09,405,1,4,5,84
21,Male,Tier 3,Computer Science,7.42,244,2,1,12,57
22,Female,Tier 1,Mechanical,5.43,181,2,0,8,41
20,Male,Tier 3,Electronics,7.23,222,2,3,7,67
19,Male,Tier 3,Civil,5.6,307,3,7,4,48
19,Female,Tier 1,Information Technology,8.42,80,2,4,11,54
24,Male,Tier 2,Computer Science,8.25,304,2,1,4,81
22,Other,Tier 2,Computer Science,8.0,579,0,2,11,59
25,Male,Tier 3,Data Science,7.49,124,1,0,12,100
25,Other,Tier 3,AI/ML,6.25,162,2,9,7,63
23,Other,Tier 3,Mechanical,7.21,246,0,0,10,84
22,Male,Tier 1,AI/ML,7.75,377,1,4,3,49
21,Other,Tier 2,Computer Science,6.53,276,0,1,10,67
21,Male,Tier 3,AI/ML,8.07,227,3,5,5,47
25,Other,Tier 1,Computer Science,6.82,113,4,6,9,49
21,Other,Tier 3,Mechanical,8.21,269,2,8,1,79
19,Male,Tier 3,Electronics,7.28,373,3,1,3,45
22,Female,Tier 1,Data Science,7.39,143,2,3,2,63
19,Other,Tier 1,Electronics,7.47,261,2,5,2,45
23,Male,Tier 3,Information Technology,8.08,420,0,10,9,51
18,Male,Tier 3,AI/ML,6.56,251,1,2,7,79
21,Female,Tier 2,AI/ML,5.44,163,3,6,5,97
18,Female,Tier 2,Information Technology,6.57,175,2,2,8,54
19,Other,Tier 1,Electronics,6.16,270,0,10,7,100
22,Female,Tier 3,Electronics,5.94,228,1,3,7,65
22,Other,Tier 2,Civil,7.87,287,2,9,11,48
19,Male,Tier 2,Mechanical,6.89,236,2,2,4,78
23,Female,Tier 1,Civil,6.51,310,2,2,9,52
23,Other,Tier 2,Electronics,6.87,121,1,1,10,71
23,Male,Tier 2,Mechanical,7.7,213,0,2,10,56
23,Other,Tier 3,AI/ML,8.88,0,2,5,8,49
23,Female,Tier 3,Civil,7.0,434,1,9,10,83
24,Male,Tier 2,AI/ML,8.21,0,0,5,4,55
21,Other,Tier 2,Civil,6.22,100,0,9,12,75
23,Male,Tier 3,AI/ML,6.45,289,3,3,4,41
23,Female,Tier 3,Mechanical,8.84,395,0,6,12,56
21,Female,Tier 2,Electronics,7.94,334,0,9,12,62
25,Male,Tier 3,Electronics,6.72,71,0,6,3,51
19,Female,Tier 3,Data Science,7.97,404,1,8,8,67
24,Other,Tier 3,Data Science,7.75,429,1,5,7,71
18,Female,Tier 2,Data Science,7.41,343,3,7,5,76
18,Male,Tier 3,Information Technology,6.15,150,3,10,1,52
22,Female,Tier 2,Information Technology,6.97,284,3,9,2,54
22,Other,Tier 2,Computer Science,4.97,400,4,4,11,82
23,Female,Tier 1,Civil,7.2,211,0,5,5,78
25,Female,Tier 3,Civil,9.67,95,0,8,10,86
24,Male,Tier 2,Computer Science,6.84,0,0,4,4,89
22,Other,Tier 1,Data Science,6.31,279,2,1,7,94
23,Other,Tier 3,Information Technology,6.43,482,1,8,11,45
24,Other,Tier 3,AI/ML,6.56,249,3,1,2,71
18,Female,Tier 1,Civil,6.59,200,1,8,11,46
19,Male,Tier 3,Computer Science,7.36,141,3,5,2,54
20,Other,Tier 3,Electronics,6.17,7,4,7,3,59
19,Male,Tier 2,Civil,8.68,239,1,10,7,99
22,Other,Tier 3,Data Science,6.65,422,2,0,6,56
18,Other,Tier 3,Electronics,6.48,205,1,6,3,61
24,Other,Tier 3,Data Science,6.78,562,1,4,10,98
18,Female,Tier 2,Mechanical,7.62,384,0,0,3,95
21,Male,Tier 2,Data Science,8.18,399,1,1,3,97
21,Male,Tier 1,AI/ML,6.65,158,1,2,10,95
23,Male,Tier 3,Computer Science,7.81,201,2,3,11,45
25,Male,Tier 2,Data Science,6.98,151,3,9,3,85
18,Male,Tier 2,AI/ML,6.82,366,2,5,8,74
20,Other,Tier 3,Civil,7.45,393,2,2,5,64
21,Female,Tier 3,Data Science,8.29,91,0,7,9,43
20,Other,Tier 3,Computer Science,7.64,285,0,5,11,67
19,Other,Tier 3,Data Science,8.37,388,1,3,7,60
25,Male,Tier 3,Electronics,6.9,123,3,0,4,93
25,Male,Tier 1,Data Science,7.31,141,2,6,9,47
24,Other,Tier 2,Mechanical,8.62,68,1,0,1,57
21,Male,Tier 3,AI/ML,7.5,37,2,1,8,85
24,Other,Tier 1,AI/ML,8.78,103,0,3,3,64
21,Male,Tier 1,Electronics,7.35,71,0,5,7,52
24,Male,Tier 3,Computer Science,6.55,420,4,2,12,42
21,Other,Tier 3,Information Technology,7.97,249,1,8,12,55
24,Female,Tier 2,Mechanical,8.25,394,1,1,8,49
22,Female,Tier 1,Information Technology,7.06,390,0,10,9,92
19,Other,Tier 2,Electronics,6.42,424,3,10,9,40
20,Male,Tier 2,Data Science,8.06,118,1,4,5,48
21,Female,Tier 2,AI/ML,9.02,0,1,9,10,100
19,Male,Tier 3,AI/ML,7.79,140,1,7,7,51
18,Female,Tier 3,Data Science,8.25,460,1,5,7,49
24,Female,Tier 3,Computer Science,8.58,101,2,2,6,59
24,Other,Tier 3,Civil,7.23,29,2,10,2,74
19,Female,Tier 3,AI/ML,6.05,202,0,4,4,65
24,Other,Tier 3,Civil,6.9,186,1,8,12,100
25,Male,Tier 2,Electronics,4.68,182,1,10,1,83
24,Other,Tier 3,Information Technology,6.66,41,1,3,2,45
21,Other,Tier 1,Civil,8.22,329,0,1,4,45
18,Female,Tier 2,AI/ML,7.04,63,0,0,2,84
23,Female,Tier 3,Information Technology,8.82,84,0,9,12,41
20,Male,Tier 1,Data Science,5.53,287,3,0,4,86
21,Other,Tier 2,Mechanical,5.83,177,4,6,8,61
20,Male,Tier 3,Data Science,6.81,73,1,1,9,60
18,Female,Tier 1,AI/ML,7.14,321,0,7,7,81
24,Female,Tier 1,Civil,6.49,400,0,10,6,90
20,Female,Tier 3,Information Technology,8.53,223,0,3,9,45
23,Other,Tier 3,Information Technology,8.79,25,2,3,2,42
21,Other,Tier 2,Computer Science,8.36,432,1,5,8,95
24,Other,Tier 3,AI/ML,6.13,109,2,7,12,72
21,Female,Tier 1,Information Technology,6.5,299,1,7,5,65
19,Female,Tier 3,Information Technology,8.21,417,3,6,4,43
19,Other,Tier 1,Computer Science,8.32,228,2,1,11,68
23,Other,Tier 2,Data Science,7.33,77,2,10,1,60
23,Other,Tier 1,Electronics,7.67,404,0,10,5,93
23,Other,Tier 2,Electronics,8.03,363,1,5,7,59
25,Male,Tier 2,Computer Science,7.67,206,2,9,2,99
18,Other,Tier 3,Information Technology,7.72,316,0,7,3,49
25,Male,Tier 3,AI/ML,5.93,286,4,4,7,89
18,Female,Tier 2,Information Technology,7.72,313,0,1,11,81
18,Other,Tier 1,Data Science,8.97,272,0,9,4,98
25,Female,Tier 3,Electronics,5.37,168,0,1,5,75
24,Male,Tier 3,Computer Science,6.54,127,3,2,3,42
20,Female,Tier 1,Data Science,6.29,380,2,6,3,73
25,Female,Tier 3,Electronics,7.73,181,1,10,9,98
18,Female,Tier 3,Electronics,6.85,462,1,10,6,93
24,Male,Tier 2,AI/ML,7.56,340,3,0,5,50
22,Other,Tier 2,Mechanical,7.19,373,2,6,4,83
18,Male,Tier 3,AI/ML,7.45,126,1,4,2,91
22,Other,Tier 2,Data Science,8.25,23,0,0,2,75
22,Female,Tier 2,Information Technology,6.75,219,0,10,8,84
24,Male,Tier 1,Electronics,6.88,245,2,10,2,42
22,Female,Tier 3,Civil,7.44,274,1,5,1,45
23,Other,Tier 2,Information Technology,8.13,332,0,3,12,68
21,Other,Tier 2,Data Science,5.3,0,1,4,8,52
18,Female,Tier 2,Data Science,8.38,442,1,0,7,100
18,Other,Tier 2,Electronics,8.6,437,0,5,4,68
21,Female,Tier 1,Information Technology,9.05,103,1,10,4,93
24,Other,Tier 3,Data Science,9.35,503,0,10,3,60
19,Other,Tier 3,Electronics,8.03,281,0,4,4,99
24,Male,Tier 2,AI/ML,7.08,279,1,2,3,44
25,Male,Tier 3,Electronics,8.07,229,0,8,8,89
24,Male,Tier 1,Computer Science,5.18,334,0,7,11,54
20,Other,Tier 1,Computer Science,6.27,9,1,1,7,72
19,Other,Tier 3,Civil,7.83,348,1,5,7,75
22,Male,Tier 3,Computer Science,8.01,161,1,10,7,41
20,Other,Tier 2,Electronics,7.77,154,2,8,1,60
19,Other,Tier 1,Information Technology,7.92,184,0,7,11,78
23,Male,Tier 2,Civil,6.3,214,0,3,6,71
23,Other,Tier 1,Mechanical,8.22,136,2,1,8,44
23,Male,Tier 2,Data Science,8.56,292,0,6,4,96
20,Male,Tier 3,Data Science,7.41,378,0,6,6,79
23,Female,Tier 1,AI/ML,6.3,267,2,6,2,89
24,Other,Tier 2,Civil,6.93,435,1,1,5,91
20,Other,Tier 3,Computer Science,8.23,372,0,7,1,50
18,Male,Tier 2,Mechanical,6.5,459,0,4,9,50
21,Other,Tier 1,Mechanical,7.84,262,1,9,2,76
18,Other,Tier 2,Mechanical,7.05,463,1,6,3,47
24,Male,Tier 2,Information Technology,5.36,239,1,1,8,52
22,Other,Tier 3,Data Science,6.27,254,2,8,10,57
21,Female,Tier 3,Mechanical,5.92,203,2,6,7,50
20,Other,Tier 3,Information Technology,5.84,218,3,1,7,74
22,Male,Tier 2,AI/ML,8.05,293,1,7,6,55
20,Other,Tier 3,Data Science,6.67,109,1,3,1,92
20,Female,Tier 2,Data Science,6.96,312,1,3,6,57
21,Male,Tier 2,Mechanical,6.8,70,3,2,5,83
18,Male,Tier 3,Information Technology,5.61,176,1,4,5,83
21,Other,Tier 2,Information Technology,8.19,206,1,10,3,97
18,Other,Tier 2,Data Science,7.56,323,3,6,11,51
25,Other,Tier 3,Information Technology,7.71,161,2,9,2,51
21,Female,Tier 1,Mechanical,7.8,30,1,3,11,88
23,Male,Tier 3,Data Science,7.2,418,2,8,3,60
23,Female,Tier 1,Computer Science,6.98,154,2,6,10,94
25,Female,Tier 2,Information Technology,6.84,235,1,7,8,82
18,Other,Tier 1,Information Technology,5.53,406,1,8,3,62
25,Other,Tier 3,Mechanical,5.37,291,1,3,7,40
24,Other,Tier 3,Computer Science,7.9,216,2,0,5,95
24,Other,Tier 3,Computer Science,8.36,228,1,4,2,65
21,Male,Tier 2,Civil,5.69,297,3,0,2,57
20,Male,Tier 1,Mechanical,8.07,460,1,3,8,71
24,Female,Tier 2,Civil,6.85,459,1,2,2,48
18,Female,Tier 3,Computer Science,5.33,16,2,8,1,73
21,Other,Tier 2,AI/ML,7.61,138,1,7,5,74
23,Male,Tier 3,AI/ML,7.72,0,3,7,10,75
22,Male,Tier 1,Data Science,7.46,254,0,7,12,48
20,Other,Tier 3,Information Technology,7.24,152,1,6,2,64
18,Male,Tier 2,AI/ML,7.52,404,2,7,12,77
19,Male,Tier 3,AI/ML,7.61,146,1,7,12,63
22,Female,Tier 3,Computer Science,6.1,39,1,0,10,87
24,Female,Tier 3,Civil,7.84,365,1,3,9,47
24,Male,Tier 2,Civil,7.37,410,3,4,5,53
25,Other,Tier 1,Civil,6.62,225,1,0,11,57
24,Male,Tier 2,Computer Science,7.54,478,0,3,5,43
23,Female,Tier 1,Information Technology,7.97,376,2,8,11,55
20,Male,Tier 3,Computer Science,8.0,348,0,4,10,55
22,Female,Tier 2,Information Technology,6.99,371,1,9,1,96
23,Female,Tier 3,Information Technology,8.66,402,0,0,11,67
19,Male,Tier 3,Computer Science,6.26,410,2,3,11,53
24,Other,Tier 3,Electronics,6.75,199,3,7,2,80
23,Female,Tier 3,Civil,6.28,0,0,10,9,44
21,Male,Tier 2,AI/ML,7.58,312,3,10,5,68
24,Other,Tier 3,Information Technology,9.17,181,1,0,2,40
21,Other,Tier 3,Computer Science,7.6,321,1,3,6,82
21,Female,Tier 2,Civil,6.63,137,3,10,4,79
24,Other,Tier 2,Information Technology,8.51,180,1,1,8,74
19,Male,Tier 2,Information Technology,6.81,531,0,10,12,70
19,Male,Tier 3,AI/ML,6.91,329,2,4,12,89
20,Other,Tier 1,Data Science,7.31,202,1,9,11,80
19,Female,Tier 3,Civil,6.59,371,1,6,3,42
24,Male,Tier 1,Civil,6.39,0,3,9,2,68
23,Other,Tier 3,Mechanical,7.98,312,1,4,1,89
24,Other,Tier 2,Computer Science,7.78,230,0,5,1,57
25,Female,Tier 3,Electronics,7.57,265,2,4,12,51
21,Male,Tier 2,Data Science,7.64,107,0,7,4,98
19,Female,Tier 1,Information Technology,7.29,95,1,8,12,52
25,Other,Tier 3,Computer Science,5.96,137,3,0,4,73
24,Female,Tier 1,Electronics,8.16,64,2,3,1,99
21,Other,Tier 1,Mechanical,9.11,241,3,10,12,43
19,Female,Tier 3,Mechanical,6.39,270,2,1,7,63
23,Female,Tier 2,AI/ML,7.38,140,0,0,4,77
19,Female,Tier 2,Electronics,8.06,0,3,0,8,43
23,Female,Tier 3,Computer Science,5.12,450,1,7,10,47
22,Female,Tier 1,Electronics,5.56,201,1,9,7,95
25,Female,Tier 2,Mechanical,8.13,203,1,7,3,46
21,Other,Tier 2,Data Science,7.06,545,3,9,1,43
18,Male,Tier 2,Information Technology,8.74,137,1,5,6,85
18,Male,Tier 3,Information Technology,8.56,405,3,3,8,67
24,Female,Tier 2,Information Technology,9.29,431,1,9,11,47
19,Female,Tier 3,Civil,7.14,0,0,10,1,54
18,Other,Tier 2,Civil,6.78,251,0,9,4,50
23,Female,Tier 3,Civil,7.72,0,0,7,2,84
18,Female,Tier 2,Mechanical,7.03,490,4,6,7,66
18,Male,Tier 3,Information Technology,6.4,413,4,3,6,62
21,Female,Tier 3,AI/ML,6.88,220,1,9,11,97
23,Other,Tier 3,Electronics,7.12,133,3,3,4,97
19,Female,Tier 3,Mechanical,8.09,196,0,3,1,42
24,Female,Tier 3,Electronics,6.56,183,0,8,11,41
18,Other,Tier 2,Mechanical,8.66,339,0,8,6,41
24,Male,Tier 1,AI/ML,7.31,389,2,4,7,90
24,Other,Tier 3,Computer Science,9.22,73,4,4,1,89
23,Male,Tier 3,Data Science,6.74,59,0,2,1,82
21,Male,Tier 3,AI/ML,6.79,307,1,9,4,45
19,Male,Tier 3,AI/ML,7.32,218,1,2,3,83
19,Male,Tier 2,Mechanical,7.22,139,0,0,4,40
21,Female,Tier 3,Mechanical,7.29,649,1,2,6,61
18,Male,Tier 1,AI/ML,5.81,193,2,8,2,62
18,Female,Tier 1,Information Technology,6.51,90,4,5,7,50
22,Male,Tier 3,Data Science,7.38,266,0,5,9,88
19,Male,Tier 3,Mechanical,8.65,253,3,9,6,65
19,Other,Tier 3,AI/ML,8.91,368,1,8,2,90
22,Female,Tier 2,Civil,6.77,405,2,2,11,76
21,Other,Tier 2,Information Technology,7.09,76,0,10,3,45
23,Other,Tier 1,Information Technology,8.97,181,0,2,5,51
25,Female,Tier 3,Mechanical,7.01,63,2,0,11,56
22,Female,Tier 3,Mechanical,7.05,266,0,8,9,47
18,Female,Tier 2,Electronics,7.08,215,1,2,5,57
23,Female,Tier 2,Electronics,7.94,9,0,1,10,87
19,Female,Tier 2,Civil,7.31,209,0,6,2,44
18,Female,Tier 2,Information Technology,5.77,350,0,3,12,40
25,Female,Tier 3,AI/ML,5.6,0,3,7,2,69
25,Female,Tier 1,Computer Science,8.5,261,2,5,6,46
19,Female,Tier 3,Information Technology,7.27,141,2,5,3,66
19,Female,Tier 3,Computer Science,6.01,81,3,4,10,82
19,Male,Tier 1,AI/ML,4.5,244,2,6,7,51
19,Other,Tier 3,AI/ML,6.16,164,2,5,2,96
25,Female,Tier 2,Computer Science,8.2,128,1,8,4,43
20,Male,Tier 2,Mechanical,6.7,383,0,2,7,75
21,Male,Tier 3,Information Technology,7.0,0,2,3,5,89
25,Female,Tier 3,Information Technology,8.36,412,2,1,5,92
19,Male,Tier 3,Information Technology,8.69,411,0,2,7,74
24,Male,Tier 2,AI/ML,8.19,8,4,1,7,59
25,Male,Tier 1,Mechanical,9.63,285,0,4,1,71
21,Male,Tier 3,Electronics,7.94,247,0,8,8,63
19,Female,Tier 1,Mechanical,8.85,71,0,0,8,53
20,Female,Tier 2,Information Technology,7.4,282,0,6,11,70
24,Female,Tier 1,AI/ML,8.94,215,2,2,6,45
25,Female,Tier 1,Electronics,7.96,365,3,7,4,99
18,Male,Tier 3,Information Technology,7.9,470,1,8,10,66
24,Male,Tier 3,Mechanical,8.39,213,2,4,6,65
25,Male,Tier 3,Civil,5.32,414,2,8,8,40
25,Male,Tier 3,Computer Science,5.43,148,2,6,10,61
21,Male,Tier 3,AI/ML,9.13,326,1,1,11,87
23,Female,Tier 3,Civil,6.68,250,1,8,5,87
18,Other,Tier 1,AI/ML,9.16,399,0,6,1,70
19,Male,Tier 2,Data Science,5.68,247,1,8,7,72
23,Other,Tier 3,Mechanical,8.54,222,0,3,7,40
20,Other,Tier 1,Computer Science,8.32,0,2,6,12,82
22,Male,Tier 3,Electronics,4.5,328,1,7,8,81
24,Male,Tier 3,Computer Science,6.51,0,3,7,4,82
25,Male,Tier 2,Civil,6.82,144,1,5,10,69
23,Other,Tier 3,Civil,9.66,396,0,2,2,50
21,Other,Tier 2,Computer Science,8.27,282,0,6,11,49
21,Female,Tier 2,Information Technology,6.64,157,1,10,5,77
25,Male,Tier 3,Mechanical,7.06,589,3,4,1,98
23,Male,Tier 2,Civil,6.53,186,2,6,3,52
19,Female,Tier 3,Computer Science,6.25,311,1,7,6,85
18,Female,Tier 3,Computer Science,6.06,23,1,8,10,97
25,Male,Tier 2,Computer Science,9.13,255,1,9,7,56
22,Other,Tier 1,Mechanical,8.1,307,3,0,2,63
19,Male,Tier 1,Mechanical,5.87,408,1,2,3,97
21,Female,Tier 3,Data Science,8.54,81,2,7,8,57
20,Male,Tier 3,AI/ML,8.54,0,2,3,3,52
18,Other,Tier 2,AI/ML,5.2,195,1,6,2,56
24,Female,Tier 2,Data Science,7.6,76,1,4,6,62
21,Male,Tier 2,Data Science,7.63,168,3,5,9,45
23,Female,Tier 2,Data Science,6.71,465,0,3,10,40
20,Female,Tier 3,Electronics,6.4,527,3,4,10,96
18,Other,Tier 3,Mechanical,6.92,204,0,5,10,90
18,Male,Tier 3,Computer Science,6.8,256,0,5,2,66
23,Other,Tier 3,Computer Science,8.37,119,4,7,10,88
18,Other,Tier 3,Data Science,8.32,334,0,2,3,98
18,Other,Tier 2,Civil,5.74,103,1,3,7,95
22,Other,Tier 3,Civil,7.84,424,3,2,4,71
20,Female,Tier 1,Mechanical,7.12,367,1,7,11,59
19,Female,Tier 3,Mechanical,8.49,276,0,4,9,74
18,Other,Tier 2,Information Technology,5.93,230,0,4,6,54
21,Female,Tier 2,Mechanical,7.51,48,1,7,7,69
25,Male,Tier 3,Data Science,6.07,221,1,0,11,83
20,Female,Tier 2,Mechanical,6.11,201,3,1,12,59
19,Other,Tier 3,Civil,5.85,289,1,7,4,49
24,Male,Tier 1,Mechanical,8.04,183,3,5,12,80
22,Female,Tier 1,Civil,8.1,460,4,3,2,66
18,Other,Tier 2,Mechanical,7.56,235,1,10,12,80
18,Male,Tier 1,Information Technology,7.21,58,0,4,7,61
23,Male,Tier 3,AI/ML,6.23,577,2,4,9,78
20,Other,Tier 2,Computer Science,7.79,396,0,7,11,92
19,Male,Tier 3,Electronics,8.14,403,1,7,4,96
18,Other,Tier 2,Data Science,6.84,347,2,9,12,62
23,Female,Tier 2,Civil,7.16,312,1,0,1,89
21,Other,Tier 3,Civil,5.74,257,3,10,2,91
23,Male,Tier 3,AI/ML,6.73,0,0,9,8,68
20,Other,Tier 2,Computer Science,8.13,576,0,2,10,76
20,Male,Tier 3,Mechanical,6.61,0,2,2,9,80
25,Male,Tier 3,Civil,7.83,457,1,3,4,80
19,Female,Tier 1,Information Technology,7.53,293,3,6,5,76
22,Female,Tier 2,Computer Science,7.12,219,4,10,10,91
20,Male,Tier 1,Computer Science,6.19,164,0,0,11,50
18,Female,Tier 2,Mechanical,7.36,267,1,8,2,61
22,Other,Tier 2,AI/ML,6.83,145,1,9,6,46
21,Male,Tier 3,Data Science,9.01,274,0,5,12,76
23,Female,Tier 3,Computer Science,7.49,175,1,2,1,67
24,Other,Tier 3,Mechanical,5.83,196,3,2,11,65
18,Female,Tier 3,Data Science,7.34,614,0,8,5,91
18,Female,Tier 2,Computer Science,5.24,71,2,7,11,63
18,Other,Tier 2,Civil,5.61,570,0,8,10,54
25,Male,Tier 2,Civil,8.46,446,4,10,3,83
25,Female,Tier 3,Mechanical,7.09,128,2,0,3,74
21,Other,Tier 3,Electronics,6.32,391,2,1,1,68
25,Male,Tier 3,Computer Science,7.51,516,3,8,3,69
20,Male,Tier 3,Mechanical,6.64,468,3,2,1,54
25,Female,Tier 2,Civil,8.86,409,1,1,11,44
24,Female,Tier 2,Information Technology,6.69,176,2,3,3,76
21,Male,Tier 3,Computer Science,7.44,38,1,1,8,95
18,Male,Tier 3,Civil,7.92,358,1,2,2,89
21,Other,Tier 3,AI/ML,7.89,73,3,5,6,44
24,Female,Tier 3,AI/ML,9.95,127,1,7,5,42
18,Female,Tier 2,Data Science,7.38,53,0,2,5,51
19,Female,Tier 3,Civil,7.33,292,1,0,1,47
24,Female,Tier 1,Information Technology,6.61,405,1,9,3,71
24,Male,Tier 2,Electronics,7.79,514,1,3,2,42
20,Female,Tier 1,Civil,7.3,196,2,8,7,84
19,Female,Tier 2,Civil,7.7,434,0,6,9,99
19,Other,Tier 2,Civil,7.13,282,0,5,10,72
21,Other,Tier 3,Electronics,6.62,562,4,0,2,88
22,Female,Tier 1,AI/ML,8.35,26,1,4,8,70
23,Male,Tier 3,Electronics,8.59,355,3,8,3,83
18,Female,Tier 1,AI/ML,8.63,217,2,10,6,64
21,Female,Tier 3,Electronics,6.7,52,1,2,4,87
19,Male,Tier 1,Data Science,8.1,0,0,8,10,74
25,Female,Tier 3,AI/ML,6.66,120,0,3,2,52
24,Other,Tier 1,Electronics,6.0,241,2,8,1,80
22,Other,Tier 1,Electronics,7.81,186,1,5,2,64
25,Male,Tier 1,Electronics,9.16,0,1,5,10,75
18,Female,Tier 3,Civil,7.3,159,0,8,1,65
24,Male,Tier 2,Computer Science,7.41,172,2,8,2,40
22,Female,Tier 3,Electronics,7.2,86,1,3,3,61
18,Female,Tier 2,Civil,7.83,159,2,4,8,73
20,Male,Tier 1,Electronics,8.22,161,2,2,2,47
18,Female,Tier 3,Mechanical,6.67,421,0,6,9,59
23,Male,Tier 3,Electronics,7.3,0,3,8,12,75
22,Female,Tier 2,AI/ML,6.51,0,3,3,10,91
22,Other,Tier 3,AI/ML,6.99,229,1,7,9,85
25,Other,Tier 2,Computer Science,4.88,459,0,4,10,54
24,Female,Tier 3,Information Technology,7.31,158,3,5,7,46
19,Male,Tier 2,Data Science,6.4,300,0,1,9,93
21,Male,Tier 3,Computer Science,6.93,300,3,9,8,59
24,Female,Tier 1,Information Technology,7.47,385,1,5,4,48
22,Female,Tier 2,Electronics,7.76,124,1,7,8,48
22,Female,Tier 3,AI/ML,7.78,0,3,9,11,71
23,Other,Tier 2,Information Technology,8.17,0,0,8,7,46
25,Other,Tier 3,Computer Science,7.55,261,1,8,10,100
22,Other,Tier 1,Civil,7.8,119,0,7,11,99
21,Female,Tier 3,AI/ML,6.34,317,0,6,12,42
21,Female,Tier 3,Electronics,7.69,183,2,2,11,91
18,Female,Tier 3,AI/ML,6.77,129,2,4,3,50
20,Male,Tier 2,AI/ML,6.41,231,2,9,12,57
19,Female,Tier 1,AI/ML,7.22,339,0,0,6,46
20,Other,Tier 2,Information Technology,8.38,46,1,7,9,98
20,Other,Tier 2,Information Technology,6.63,292,3,10,3,91
18,Male,Tier 2,AI/ML,8.43,458,0,6,11,68
20,Female,Tier 3,Information Technology,4.88,404,3,5,2,73
21,Other,Tier 3,Electronics,6.02,0,0,0,8,75
22,Female,Tier 2,Computer Science,8.84,141,2,5,3,65
21,Female,Tier 3,Civil,6.9,255,2,4,11,64
21,Other,Tier 3,AI/ML,6.68,415,4,2,11,42
24,Male,Tier 2,Civil,6.33,208,1,3,8,41
25,Male,Tier 3,Computer Science,8.57,107,3,2,7,43
24,Other,Tier 2,Electronics,7.69,108,0,3,3,71
25,Female,Tier 3,Data Science,6.19,428,2,4,9,70
19,Female,Tier 3,Mechanical,7.78,23,1,3,12,82
21,Male,Tier 2,Mechanical,6.31,540,2,2,12,94
19,Other,Tier 3,Information Technology,4.91,387,1,9,9,75
25,Male,Tier 3,Mechanical,7.77,142,0,9,1,81
18,Other,Tier 3,Mechanical,8.33,282,4,3,8,65
19,Female,Tier 3,Civil,8.43,236,1,6,10,78
24,Other,Tier 2,Mechanical,6.22,449,3,4,8,52
18,Female,Tier 2,Data Science,6.93,194,0,0,12,76
21,Male,Tier 3,Mechanical,7.64,434,2,1,6,81
24,Female,Tier 3,Mechanical,7.16,0,2,2,5,86
23,Male,Tier 1,Data Science,7.09,0,2,2,8,84
18,Other,Tier 2,Information Technology,6.09,444,1,4,4,82
25,Other,Tier 3,Computer Science,6.39,127,1,2,10,97
18,Other,Tier 1,Data Science,7.76,379,3,4,10,83
19,Female,Tier 3,AI/ML,5.29,384,2,4,11,42
22,Female,Tier 3,Computer Science,7.02,271,2,3,11,55
22,Male,Tier 3,Computer Science,8.38,476,0,1,10,96
22,Other,Tier 1,AI/ML,7.69,398,1,4,4,48
20,Female,Tier 2,Computer Science,5.79,329,1,5,1,66
23,Male,Tier 3,Civil,7.59,186,2,0,9,73
24,Female,Tier 1,AI/ML,6.99,427,2,9,12,97
23,Other,Tier 3,Information Technology,6.56,434,0,7,9,88
22,Male,Tier 3,Data Science,7.77,270,0,0,10,92
24,Male,Tier 2,Mechanical,7.94,375,1,7,1,82
20,Male,Tier 1,Computer Science,7.69,188,1,3,4,72
23,Female,Tier 3,Information Technology,6.49,615,1,6,4,56
21,Male,Tier 2,Mechanical,6.94,191,2,7,12,52
21,Other,Tier 3,Data Science,7.18,259,2,10,6,57
22,Other,Tier 2,Data Science,6.91,84,3,6,11,54
18,Female,Tier 3,Civil,7.27,315,0,0,9,46
23,Female,Tier 2,Information Technology,8.57,306,1,1,9,40
24,Female,Tier 3,Mechanical,7.96,443,1,8,6,87
20,Other,Tier 3,Computer Science,7.79,122,3,3,4,93
23,Female,Tier 1,Computer Science,7.46,0,0,4,1,46
20,Male,Tier 3,Electronics,6.62,32,3,10,7,44
19,Female,Tier 2,Electronics,8.33,121,1,6,2,96
23,Other,Tier 3,Mechanical,7.54,193,3,4,12,54
23,Male,Tier 3,Computer Science,7.59,177,1,5,7,85
25,Other,Tier 3,Civil,5.7,139,1,8,6,96
25,Male,Tier 3,AI/ML,6.68,258,1,8,5,49
21,Other,Tier 1,Information Technology,6.18,435,0,1,5,85
